id,title_2,description_2,id_description
100031,Tour Panorámico en Scooter Eléctrico por Miraflores,"Descubre Miraflores de una forma divertida y ecológica en un tour panorámico en scooter eléctrico. Siente la brisa del océano mientras recorres sus principales calles y parques, disfrutando de vistas espectaculares del Pacífico y de espacios emblemáticos como el Parque Kennedy, el Parque Chino y el Parque del Amor. Vive la emoción de deslizarte por el malecón, pasando junto al icónico Faro de la Marina y terminando en Larcomar, donde podrás admirar las impresionantes vistas desde los acantilados. Una experiencia única que combina naturaleza, cultura y panorámicas inigualables.","100031 Descubre Miraflores de una forma divertida y ecológica en un tour panorámico en scooter eléctrico. Siente la brisa del océano mientras recorres sus principales calles y parques, disfrutando de vistas espectaculares del Pacífico y de espacios emblemáticos como el Parque Kennedy, el Parque Chino y el Parque del Amor. Vive la emoción de deslizarte por el malecón, pasando junto al icónico Faro de la Marina y terminando en Larcomar, donde podrás admirar las impresionantes vistas desde los acantilados. Una experiencia única que combina naturaleza, cultura y panorámicas inigualables."
100032,Exploración de Montañas en la Cordillera de la Viuda,"Embárcate en una aventura única a través de la imponente Cordillera de la Viuda, donde la naturaleza y la historia se encuentran en cada rincón. Disfruta de los paisajes montañosos de la sierra de Lima, mientras exploras los misteriosos petroglifos de Checta y contemplas vistas impresionantes en el mirador de Cochapampa. La belleza de las lagunas Chuchun, Ocho y Leoncocha, junto con el majestuoso nevado de la Viuda, serán el escenario perfecto para una experiencia memorable. Aprende sobre la cría de truchas en la piscifactoría local, y conoce el legado histórico de la ciudad de Canta, con su Plaza de Armas, su iglesia colonial y el santuario de la santa patrona. Una jornada llena de exploración, cultura y hermosos paisajes que te conectarán profundamente con la esencia de la sierra peruana.","100032 Embárcate en una aventura única a través de la imponente Cordillera de la Viuda, donde la naturaleza y la historia se encuentran en cada rincón. Disfruta de los paisajes montañosos de la sierra de Lima, mientras exploras los misteriosos petroglifos de Checta y contemplas vistas impresionantes en el mirador de Cochapampa. La belleza de las lagunas Chuchun, Ocho y Leoncocha, junto con el majestuoso nevado de la Viuda, serán el escenario perfecto para una experiencia memorable. Aprende sobre la cría de truchas en la piscifactoría local, y conoce el legado histórico de la ciudad de Canta, con su Plaza de Armas, su iglesia colonial y el santuario de la santa patrona. Una jornada llena de exploración, cultura y hermosos paisajes que te conectarán profundamente con la esencia de la sierra peruana."
100033,"Senderismo en las Lomas de Lachay, Lima","Sumérgete en la serenidad y la biodiversidad de las Lomas de Lachay, un refugio natural cercano a Lima que ofrece una experiencia única de senderismo. Con sus senderos que se entrelazan entre dunas y colinas, este paraje revela vistas panorámicas impresionantes, mientras te permite conectar profundamente con la naturaleza. Un espacio ideal para quienes buscan escapar del bullicio de la ciudad y disfrutar de la paz y belleza de la flora y fauna local.","100033 Sumérgete en la serenidad y la biodiversidad de las Lomas de Lachay, un refugio natural cercano a Lima que ofrece una experiencia única de senderismo. Con sus senderos que se entrelazan entre dunas y colinas, este paraje revela vistas panorámicas impresionantes, mientras te permite conectar profundamente con la naturaleza. Un espacio ideal para quienes buscan escapar del bullicio de la ciudad y disfrutar de la paz y belleza de la flora y fauna local."
100034,El Último Refugio Salvaje de Lima: Aventura en la Naturaleza,"Descubre el último santuario de vida salvaje en Lima, un refugio natural donde podrás explorar lagunas profundas, observar aves autóctonas y migratorias, y disfrutar de la tranquilidad de la naturaleza. Este recorrido te llevará por un paisaje único, lleno de juncos, plantas palustres y una gran diversidad de especies que habitan en los humedales. La experiencia culmina junto al océano Pacífico, donde podrás relajarte y contemplar las majestuosas olas y aves en vuelo, cerrando esta escapada como un verdadero amante de la naturaleza.","100034 Descubre el último santuario de vida salvaje en Lima, un refugio natural donde podrás explorar lagunas profundas, observar aves autóctonas y migratorias, y disfrutar de la tranquilidad de la naturaleza. Este recorrido te llevará por un paisaje único, lleno de juncos, plantas palustres y una gran diversidad de especies que habitan en los humedales. La experiencia culmina junto al océano Pacífico, donde podrás relajarte y contemplar las majestuosas olas y aves en vuelo, cerrando esta escapada como un verdadero amante de la naturaleza."
100035,Vuelo sobre las Líneas de Nazca: Un Viaje Inolvidable,"Embárcate en una aventura única sobre las enigmáticas Líneas de Nazca. Desde el cielo, admirarás las impresionantes figuras geométricas y representaciones de animales, como el cóndor y el pelícano, que han cautivado al mundo por siglos. Vive una experiencia trascendental mientras sobrevuela estas antiguas figuras, rodeado de paisajes desérticos y misterios que siguen asombrando a los estudiosos. Una excursión que te conectará con la historia y la majestuosidad de una de las maravillas más misteriosas del planeta.","100035 Embárcate en una aventura única sobre las enigmáticas Líneas de Nazca. Desde el cielo, admirarás las impresionantes figuras geométricas y representaciones de animales, como el cóndor y el pelícano, que han cautivado al mundo por siglos. Vive una experiencia trascendental mientras sobrevuela estas antiguas figuras, rodeado de paisajes desérticos y misterios que siguen asombrando a los estudiosos. Una excursión que te conectará con la historia y la majestuosidad de una de las maravillas más misteriosas del planeta."
100036,Excursión a Caral: Descubre la Cuna de la Civilización Andina,"Sumérgete en la historia milenaria de Caral, una de las civilizaciones más antiguas de América, en esta excursión privada. Recorre sus imponentes pirámides y plazas mientras te sumerges en el contexto histórico de la primera ciudad de América. Disfruta del paisaje del valle de Supe, famoso por su agricultura, y explora la majestuosa ciudadela que data del 3000 a.C. Al finalizar, relájate en un restaurante local frente al mar, donde podrás saborear los deliciosos platos típicos de la región. Una experiencia única que combina historia, cultura y gastronomía en un solo viaje.","100036 Sumérgete en la historia milenaria de Caral, una de las civilizaciones más antiguas de América, en esta excursión privada. Recorre sus imponentes pirámides y plazas mientras te sumerges en el contexto histórico de la primera ciudad de América. Disfruta del paisaje del valle de Supe, famoso por su agricultura, y explora la majestuosa ciudadela que data del 3000 a.C. Al finalizar, relájate en un restaurante local frente al mar, donde podrás saborear los deliciosos platos típicos de la región. Una experiencia única que combina historia, cultura y gastronomía en un solo viaje."
100037,Recorrido Nocturno por las Huacas de Lima y Cena en el Museo Larco,"Embárcate en una noche de exploración cultural visitando las huacas más emblemáticas de Lima, como la Huaca Pucllana, Huaca Huallamarca y Huaca Mateo Salado, que te transportarán a tiempos ancestrales en medio de la ciudad moderna. Luego, maravíllate con las exquisitas colecciones de arte precolombino en el Museo Larco, donde podrás admirar piezas de oro, plata y cerámica erótica. Concluye tu experiencia disfrutando de una deliciosa cena en el Café del Museo, rodeado de la encantadora atmósfera de los jardines. Un recorrido único para sumergirse en la historia y cultura peruana bajo las estrellas.","100037 Embárcate en una noche de exploración cultural visitando las huacas más emblemáticas de Lima, como la Huaca Pucllana, Huaca Huallamarca y Huaca Mateo Salado, que te transportarán a tiempos ancestrales en medio de la ciudad moderna. Luego, maravíllate con las exquisitas colecciones de arte precolombino en el Museo Larco, donde podrás admirar piezas de oro, plata y cerámica erótica. Concluye tu experiencia disfrutando de una deliciosa cena en el Café del Museo, rodeado de la encantadora atmósfera de los jardines. Un recorrido único para sumergirse en la historia y cultura peruana bajo las estrellas."
100038,Tour de un Día a la Provincia de Huaral y Chancay desde Lima,"Embárcate en un recorrido de día completo por la encantadora provincia de Huaral y la histórica ciudad de Chancay. Disfruta de una visita a la Hacienda Huando, famosa por sus naranjales, y luego degusta deliciosos vinos y piscos en la Bodega Velarde. A mediodía, disfruta de un almuerzo típico con chancho al palo en un restaurante rural. En Chancay, explora el histórico sitio donde se hundió el barco Covadonga durante la guerra del Pacífico y visita el imponente Castillo de Chancay, que combina historia con actividades culturales.","100038 Embárcate en un recorrido de día completo por la encantadora provincia de Huaral y la histórica ciudad de Chancay. Disfruta de una visita a la Hacienda Huando, famosa por sus naranjales, y luego degusta deliciosos vinos y piscos en la Bodega Velarde. A mediodía, disfruta de un almuerzo típico con chancho al palo en un restaurante rural. En Chancay, explora el histórico sitio donde se hundió el barco Covadonga durante la guerra del Pacífico y visita el imponente Castillo de Chancay, que combina historia con actividades culturales."
100039,Noche de Fiesta en las Azoteas y Discotecas de Barranco con Shots,"Sumérgete en la vibrante vida nocturna de Barranco, el corazón bohemio de Lima. Disfruta de una velada especial explorando azoteas con vistas impresionantes, donde podrás relajarte y disfrutar de un ambiente único. La noche se transforma cuando te adentras en las discotecas más emblemáticas, conocidas por su ambiente animado y auténtico. Este recorrido es la oportunidad perfecta para vivir la esencia de Barranco, disfrutando de la música, las luces y la energía del lugar, creando recuerdos memorables en cada paso.","100039 Sumérgete en la vibrante vida nocturna de Barranco, el corazón bohemio de Lima. Disfruta de una velada especial explorando azoteas con vistas impresionantes, donde podrás relajarte y disfrutar de un ambiente único. La noche se transforma cuando te adentras en las discotecas más emblemáticas, conocidas por su ambiente animado y auténtico. Este recorrido es la oportunidad perfecta para vivir la esencia de Barranco, disfrutando de la música, las luces y la energía del lugar, creando recuerdos memorables en cada paso."
100040,Almuerzo Buffet y Espectáculo de Danzas y Caballos Peruanos de Paso,"Vive una experiencia única que fusiona la tradición y la gastronomía peruana. Disfruta de un almuerzo buffet con una amplia selección de platos emblemáticos de la cocina peruana, seguido por un emocionante espectáculo de danza, donde se interpretan costumbres ancestrales de las diversas regiones del Perú. El evento culmina con un impresionante show de caballos peruanos de paso, una tradición ecuestre vibrante que destaca por su elegancia y sincronización.","100040 Vive una experiencia única que fusiona la tradición y la gastronomía peruana. Disfruta de un almuerzo buffet con una amplia selección de platos emblemáticos de la cocina peruana, seguido por un emocionante espectáculo de danza, donde se interpretan costumbres ancestrales de las diversas regiones del Perú. El evento culmina con un impresionante show de caballos peruanos de paso, una tradición ecuestre vibrante que destaca por su elegancia y sincronización."
100041,Rafting y Aventura en el Valle de Lunahuaná,"Sumérgete en una jornada llena de emoción y naturaleza en el encantador valle de Lunahuaná. Disfruta de un recorrido rodeado de bellos paisajes, explora sitios históricos preincaicos y vive la adrenalina del rafting en las aguas del río Cañete. Además de la aventura, podrás degustar vinos y piscos artesanales en bodegas tradicionales, conocer el fascinante mundo de la apicultura local y descubrir la cultura viva de este hermoso valle andino-costeño.","100041 Sumérgete en una jornada llena de emoción y naturaleza en el encantador valle de Lunahuaná. Disfruta de un recorrido rodeado de bellos paisajes, explora sitios históricos preincaicos y vive la adrenalina del rafting en las aguas del río Cañete. Además de la aventura, podrás degustar vinos y piscos artesanales en bodegas tradicionales, conocer el fascinante mundo de la apicultura local y descubrir la cultura viva de este hermoso valle andino-costeño."
100042,Vuelo en Paramotor sobre la Costa Verde,"Vive una experiencia única de libertad y adrenalina sobre el litoral de Lima. Siente la emoción de volar en paramotor mientras contemplas las espectaculares vistas de las playas de San Miguel, Magdalena, San Isidro y Miraflores. Disfruta de un paseo aéreo inolvidable, lleno de paisajes impresionantes y maniobras emocionantes que harán de esta aventura una memoria para toda la vida. Ideal para amantes de la aventura y quienes buscan una nueva perspectiva del mar y la ciudad.","100042 Vive una experiencia única de libertad y adrenalina sobre el litoral de Lima. Siente la emoción de volar en paramotor mientras contemplas las espectaculares vistas de las playas de San Miguel, Magdalena, San Isidro y Miraflores. Disfruta de un paseo aéreo inolvidable, lleno de paisajes impresionantes y maniobras emocionantes que harán de esta aventura una memoria para toda la vida. Ideal para amantes de la aventura y quienes buscan una nueva perspectiva del mar y la ciudad."
100043,Explora el Museo del Oro del Perú,"Sumérgete en la riqueza cultural del antiguo Perú explorando una impresionante colección de piezas de oro, plata y textiles ceremoniales. Descubre máscaras funerarias, utensilios ornamentales y expresiones artísticas de civilizaciones preincaicas e incas. Complementa la visita recorriendo una de las colecciones privadas de armas más grandes del mundo, con espadas, rifles y uniformes históricos que narran épocas pasadas.","100043 Sumérgete en la riqueza cultural del antiguo Perú explorando una impresionante colección de piezas de oro, plata y textiles ceremoniales. Descubre máscaras funerarias, utensilios ornamentales y expresiones artísticas de civilizaciones preincaicas e incas. Complementa la visita recorriendo una de las colecciones privadas de armas más grandes del mundo, con espadas, rifles y uniformes históricos que narran épocas pasadas."
100044,Aventura Subterránea en el Cañón de Autisha,"Vive una experiencia única explorando túneles, cavernas y acantilados ocultos en el impresionante Cañón de Autisha. Atrévete a descender a las profundidades de la tierra para descubrir la misteriosa laguna mágica y una cascada subterránea, rodeado de un entorno natural fascinante. Ideal para los amantes de la aventura, el senderismo y las emociones extremas, este recorrido ofrece también la posibilidad de practicar rappel y, para los más intrépidos, puenting en uno de los puentes más altos de Lima.","100044 Vive una experiencia única explorando túneles, cavernas y acantilados ocultos en el impresionante Cañón de Autisha. Atrévete a descender a las profundidades de la tierra para descubrir la misteriosa laguna mágica y una cascada subterránea, rodeado de un entorno natural fascinante. Ideal para los amantes de la aventura, el senderismo y las emociones extremas, este recorrido ofrece también la posibilidad de practicar rappel y, para los más intrépidos, puenting en uno de los puentes más altos de Lima."
100045,Vuelo en Parapente sobre la Costa Verde,"Disfruta de una experiencia inolvidable sobrevolando la espectacular Costa Verde de Lima en parapente. Acompañado por un piloto experto, deslízate sobre el océano Pacífico y contempla desde el aire los vibrantes distritos costeros de San Miguel, Magdalena del Mar y Miraflores. Siente la libertad y la emoción mientras experimentas la ciudad desde una perspectiva única y llena de adrenalina.","100045 Disfruta de una experiencia inolvidable sobrevolando la espectacular Costa Verde de Lima en parapente. Acompañado por un piloto experto, deslízate sobre el océano Pacífico y contempla desde el aire los vibrantes distritos costeros de San Miguel, Magdalena del Mar y Miraflores. Siente la libertad y la emoción mientras experimentas la ciudad desde una perspectiva única y llena de adrenalina."
100046,Tour Bizarro en Gamarra y el Mercado de las Brujas,"Atrévete a descubrir el lado más auténtico y curioso de Lima en este recorrido bizarro por Gamarra y su enigmático Mercado de las Brujas. Desde vistas panorámicas de la ciudad hasta bocadillos callejeros, conocerás el corazón comercial de Lima antes de sumergirte en un mundo místico de rituales andinos, hierbas aromáticas y medicinas alternativas. Observa prácticas ancestrales y, si te animas, consulta tu futuro con una sabia lectora de hojas de coca. Una experiencia única que cierra viajando como un local en el tren público de regreso.","100046 Atrévete a descubrir el lado más auténtico y curioso de Lima en este recorrido bizarro por Gamarra y su enigmático Mercado de las Brujas. Desde vistas panorámicas de la ciudad hasta bocadillos callejeros, conocerás el corazón comercial de Lima antes de sumergirte en un mundo místico de rituales andinos, hierbas aromáticas y medicinas alternativas. Observa prácticas ancestrales y, si te animas, consulta tu futuro con una sabia lectora de hojas de coca. Una experiencia única que cierra viajando como un local en el tren público de regreso."
100047,Sandboarding y Excursión en Jeep en Chilca,"Surca las dunas doradas de Chilca en una aventura vibrante de sandboarding. Siente la emoción de deslizarte sobre las suaves pendientes mientras el sol baña el desierto en tonos cálidos. El terreno natural ofrece un escenario ideal tanto para quienes buscan aprender como para quienes desean perfeccionar su destreza. Entre subidas en jeep y descensos desafiantes, cada momento se convierte en una mezcla de adrenalina y conexión con el paisaje vasto y abierto.","100047 Surca las dunas doradas de Chilca en una aventura vibrante de sandboarding. Siente la emoción de deslizarte sobre las suaves pendientes mientras el sol baña el desierto en tonos cálidos. El terreno natural ofrece un escenario ideal tanto para quienes buscan aprender como para quienes desean perfeccionar su destreza. Entre subidas en jeep y descensos desafiantes, cada momento se convierte en una mezcla de adrenalina y conexión con el paisaje vasto y abierto."
100048,Pesca en el Sur de Lima,"Descubre la tranquilidad y la emoción de la pesca en las playas del sur de Lima, donde la fresca brisa del Pacífico acompaña cada lanzamiento al mar. Sumérgete en técnicas tradicionales como el spinning con caña y sedal. Entre el vuelo de aves marinas y el rumor de las olas, conecta con la naturaleza mientras perfeccionas tu destreza. Al final, saborea el auténtico placer de degustar pescado fresco, capturado y preparado en el mismo entorno que lo vio nacer.","100048 Descubre la tranquilidad y la emoción de la pesca en las playas del sur de Lima, donde la fresca brisa del Pacífico acompaña cada lanzamiento al mar. Sumérgete en técnicas tradicionales como el spinning con caña y sedal. Entre el vuelo de aves marinas y el rumor de las olas, conecta con la naturaleza mientras perfeccionas tu destreza. Al final, saborea el auténtico placer de degustar pescado fresco, capturado y preparado en el mismo entorno que lo vio nacer."
100049,Sanación Espiritual con Xanga: La Ayahuasca Fumable,"Vive una experiencia espiritual profunda y auténtica en el corazón de Lima, donde las ceremonias personalizadas te guiarán a un viaje trascendental. La Xanga, una medicina vegetal extraída de la Mimosa Hostilis, te invita a explorar el yo interior de manera accesible y breve, pero con efectos profundos. Con la ayuda de un experimentado chamán, podrás conectar con las energías de la naturaleza, explorar tu ser más profundo y sanar emociones ocultas. La ceremonia, rodeada de vibraciones sonoras y un espacio armonizado, es una oportunidad para liberarte de dolor emocional y fomentar tu crecimiento personal. Al final, reflexionarás y te integrarás a tu experiencia con frutas y bebidas frescas, culminando en una conexión duradera con el mundo espiritual.","100049 Vive una experiencia espiritual profunda y auténtica en el corazón de Lima, donde las ceremonias personalizadas te guiarán a un viaje trascendental. La Xanga, una medicina vegetal extraída de la Mimosa Hostilis, te invita a explorar el yo interior de manera accesible y breve, pero con efectos profundos. Con la ayuda de un experimentado chamán, podrás conectar con las energías de la naturaleza, explorar tu ser más profundo y sanar emociones ocultas. La ceremonia, rodeada de vibraciones sonoras y un espacio armonizado, es una oportunidad para liberarte de dolor emocional y fomentar tu crecimiento personal. Al final, reflexionarás y te integrarás a tu experiencia con frutas y bebidas frescas, culminando en una conexión duradera con el mundo espiritual."
100050,Tour Gastronómico Nocturno de Lima,"Embárcate en un viaje de sabores auténticos en Lima, explorando la gastronomía peruana en su versión más vibrante y local. Disfruta de la yuca frita con patatas en la Plaza San Martín , un clásico favorito de los limeños. Después, limpiaremos el paladar con cervezas artesanas peruanas, antes de continuar a San Francisco, donde los churros peruanos, recién hechos y deliciosos, te sorprenderán con su sabor único. El recorrido continúa en el histórico restaurante Cordano, donde podrás probar el célebre bocadillo de chicharrón, uno de los más exquisitos de Lima. En la Avenida Chabuca Granda, los puestos de comida callejera te ofrecerán un festín de delicias locales, para culminar un tour lleno de sabores tradicionales. ¡Una experiencia nocturna que te permitirá saborear la esencia de la cocina peruana en cada rincón de Lima!","100050 Embárcate en un viaje de sabores auténticos en Lima, explorando la gastronomía peruana en su versión más vibrante y local. Disfruta de la yuca frita con patatas en la Plaza San Martín , un clásico favorito de los limeños. Después, limpiaremos el paladar con cervezas artesanas peruanas, antes de continuar a San Francisco, donde los churros peruanos, recién hechos y deliciosos, te sorprenderán con su sabor único. El recorrido continúa en el histórico restaurante Cordano, donde podrás probar el célebre bocadillo de chicharrón, uno de los más exquisitos de Lima. En la Avenida Chabuca Granda, los puestos de comida callejera te ofrecerán un festín de delicias locales, para culminar un tour lleno de sabores tradicionales. ¡Una experiencia nocturna que te permitirá saborear la esencia de la cocina peruana en cada rincón de Lima!"
100051,Excursión a Huaca Mateo Salado,"Sumérgete en la historia preincaica de Lima visitando la Huaca Mateo Salado en el distrito de Pueblo Libre. Este centro ceremonial y administrativo, originalmente de la civilización Yschma, fue más tarde adoptado por los Incas. Destaca por su relevancia dentro del Qhapaq Ñan, la red de caminos que unió el vasto imperio Inca","100051 Sumérgete en la historia preincaica de Lima visitando la Huaca Mateo Salado en el distrito de Pueblo Libre. Este centro ceremonial y administrativo, originalmente de la civilización Yschma, fue más tarde adoptado por los Incas. Destaca por su relevancia dentro del Qhapaq Ñan, la red de caminos que unió el vasto imperio Inca"
100052,Lima Tour de la Ciudad en Autobús Panorámico,"Descubre Lima desde una perspectiva única con un recorrido en autobús panorámico. Disfruta de vistas espectaculares de la ciudad y de su impresionante arquitectura colonial y republicana. Este tour te llevará a través de diversos puntos icónicos de Lima, como el Parque de la Reserva, famoso por su Circuito Mágico del Agua, el complejo de fuentes más grande del mundo en un parque público.","100052 Descubre Lima desde una perspectiva única con un recorrido en autobús panorámico. Disfruta de vistas espectaculares de la ciudad y de su impresionante arquitectura colonial y republicana. Este tour te llevará a través de diversos puntos icónicos de Lima, como el Parque de la Reserva, famoso por su Circuito Mágico del Agua, el complejo de fuentes más grande del mundo en un parque público."
100053,Tour Local del Vino,"Sumérgete en una experiencia sensorial que te conecta con la rica tradición vitivinícola de Lima. En un ambiente que fusiona historia y pasión, descubre el arte del vino en la región de Surco, donde el clima y la geografía son aliados perfectos para la creación de vinos únicos. Visita Vinos y Piscos J. Ugarelli, donde podrás conocer el proceso artesanal detrás de sus excepcionales vinos y piscos. Finalmente, concluye en un bar local de Barranco, el corazón bohemio y cultural de Lima. Aquí, en un ambiente moderno y elegante, disfruta de la última cata de vino","100053 Sumérgete en una experiencia sensorial que te conecta con la rica tradición vitivinícola de Lima. En un ambiente que fusiona historia y pasión, descubre el arte del vino en la región de Surco, donde el clima y la geografía son aliados perfectos para la creación de vinos únicos. Visita Vinos y Piscos J. Ugarelli, donde podrás conocer el proceso artesanal detrás de sus excepcionales vinos y piscos. Finalmente, concluye en un bar local de Barranco, el corazón bohemio y cultural de Lima. Aquí, en un ambiente moderno y elegante, disfruta de la última cata de vino"
100054,Cementerio del Terror Presbítero Maestro: Tour Nocturno,"Embárcate en una inquietante travesía que desvela las leyendas urbanas más escalofriantes de Lima. En este recorrido nocturno, te adentrarás en los oscuros secretos del Cementerio Presbítero Maestro, un lugar cargado de historias paranormales, muertes misteriosas y curiosidades que atraviesan siglos de historia y cultura. Desde el pabellón de los suicidas hasta las inquietantes cripta de los héroes, cada rincón tiene un relato escalofriante que te pondrá la piel de gallina. Una noche de misterio y emoción, ideal para los amantes del suspenso, las historias de terror y la historia de la ciudad.","100054 Embárcate en una inquietante travesía que desvela las leyendas urbanas más escalofriantes de Lima. En este recorrido nocturno, te adentrarás en los oscuros secretos del Cementerio Presbítero Maestro, un lugar cargado de historias paranormales, muertes misteriosas y curiosidades que atraviesan siglos de historia y cultura. Desde el pabellón de los suicidas hasta las inquietantes cripta de los héroes, cada rincón tiene un relato escalofriante que te pondrá la piel de gallina. Una noche de misterio y emoción, ideal para los amantes del suspenso, las historias de terror y la historia de la ciudad."
100055,Aventura en San Mateo de Otao: Adrenalina en la Montaña,"Sumérgete en una experiencia única llena de emoción y paisajes impresionantes en San Mateo de Otao. Este tour de un día te invita a vivir un día lleno de aventura, donde podrás desafiar tus límites y disfrutar de la naturaleza en su máxima expresión. Conquista el puente tibetano extremo, vuela sobre los paisajes en una bicicleta suspendida y atrévete con el teleférico que te elevará hasta los 500 metros sobre el nivel del mar, ofreciéndote vistas panorámicas inolvidables. Además, podrás contemplar la imponente mano gigante conocida como “la mano de Dios” y capturar recuerdos en el arco de bienvenida de Cumbe.","100055 Sumérgete en una experiencia única llena de emoción y paisajes impresionantes en San Mateo de Otao. Este tour de un día te invita a vivir un día lleno de aventura, donde podrás desafiar tus límites y disfrutar de la naturaleza en su máxima expresión. Conquista el puente tibetano extremo, vuela sobre los paisajes en una bicicleta suspendida y atrévete con el teleférico que te elevará hasta los 500 metros sobre el nivel del mar, ofreciéndote vistas panorámicas inolvidables. Además, podrás contemplar la imponente mano gigante conocida como “la mano de Dios” y capturar recuerdos en el arco de bienvenida de Cumbe."
100056,Recorrido Cultural y Artístico por el Callao,"Adéntrate en el corazón del Callao, un distrito que combina historia, arte y vida local. Conocido por su importante puerto y su vibrante comunidad, Callao ha renacido a través del arte urbano. Aquí, las calles están llenas de murales que reflejan tanto su pasado como su presente, creando un ambiente único de creatividad y expresión. Este recorrido te invita a descubrir cómo la comunidad ha transformado su entorno en una galería al aire libre, donde la tradición y la modernidad se entrelazan. Disfruta de la arquitectura histórica, como antiguas plazas y fortalezas, mientras te sumerges en la energía que emana de sus calles y espacios públicos.","100056 Adéntrate en el corazón del Callao, un distrito que combina historia, arte y vida local. Conocido por su importante puerto y su vibrante comunidad, Callao ha renacido a través del arte urbano. Aquí, las calles están llenas de murales que reflejan tanto su pasado como su presente, creando un ambiente único de creatividad y expresión. Este recorrido te invita a descubrir cómo la comunidad ha transformado su entorno en una galería al aire libre, donde la tradición y la modernidad se entrelazan. Disfruta de la arquitectura histórica, como antiguas plazas y fortalezas, mientras te sumerges en la energía que emana de sus calles y espacios públicos."
100057,Huancaya: Un Retiro en el Paraíso Natural,"Sumérgete en la belleza intacta de la Reserva Paisajística Nor Yauyos Cochas. Este impresionante santuario natural alberga lagunas cristalinas, majestuosas cascadas y una gran variedad de aves, ofreciendo una escapatoria perfecta para los amantes de la naturaleza. Vive la magia de Huancaya, donde podrás disfrutar de actividades como remar en las turquesas lagunas y hacer senderismo a través de los tranquilos bosques de árboles nativos, como los queñuales. El paisaje aquí se siente como un paraíso oculto, un refugio sereno donde el aire es fresco y las vistas son impresionantes. A medida que exploras, encontrarás las imponentes cascadas de Cabracancha, el icónico puente colgante y miradores panorámicos que ofrecen vistas espectaculares de valles exuberantes y lagunas brillantes. En cada parada, estarás rodeado por la belleza del entorno, desde la pacífica laguna Huallhua hasta la misteriosa necrópolis de Quimllo, llena de fascinantes mitos y leyendas.","100057 Sumérgete en la belleza intacta de la Reserva Paisajística Nor Yauyos Cochas. Este impresionante santuario natural alberga lagunas cristalinas, majestuosas cascadas y una gran variedad de aves, ofreciendo una escapatoria perfecta para los amantes de la naturaleza. Vive la magia de Huancaya, donde podrás disfrutar de actividades como remar en las turquesas lagunas y hacer senderismo a través de los tranquilos bosques de árboles nativos, como los queñuales. El paisaje aquí se siente como un paraíso oculto, un refugio sereno donde el aire es fresco y las vistas son impresionantes. A medida que exploras, encontrarás las imponentes cascadas de Cabracancha, el icónico puente colgante y miradores panorámicos que ofrecen vistas espectaculares de valles exuberantes y lagunas brillantes. En cada parada, estarás rodeado por la belleza del entorno, desde la pacífica laguna Huallhua hasta la misteriosa necrópolis de Quimllo, llena de fascinantes mitos y leyendas."
100058,Excursión  de Día Completo a Sayán y Churín,"Embárcate en una jornada de exploración y relajación mientras descubres los encantos naturales y culturales de Sayán y Churín. En este recorrido, disfrutarás de la paz de las aguas termales, el sabor auténtico de la gastronomía local y la belleza tranquila de estos destinos cercanos a Lima. Comienza el día sumergiéndote en la calidez de las aguas termales de Tingo y Mamahuarmi, donde podrás relajarte en sus piscinas naturales, conocidas por sus propiedades medicinales. Después de un tiempo de descanso, sigue tu camino hacia Churín, un pintoresco pueblo famoso por su arquitectura colonial y su ambiente tranquilo. Aquí, podrás pasear por su encantadora plaza y descubrir la historia reflejada en la iglesia y otros monumentos emblemáticos. En Sayán, la experiencia se complementa con una degustación de cerveza artesanal local y una visita a su plaza, otro de los puntos de interés de este pintoresco pueblo. A lo largo del día, disfrutarás de la autenticidad de la región, probando platos típicos y compartiendo momentos inolvidables en un entorno de tranquilidad y belleza natural.","100058 Embárcate en una jornada de exploración y relajación mientras descubres los encantos naturales y culturales de Sayán y Churín. En este recorrido, disfrutarás de la paz de las aguas termales, el sabor auténtico de la gastronomía local y la belleza tranquila de estos destinos cercanos a Lima. Comienza el día sumergiéndote en la calidez de las aguas termales de Tingo y Mamahuarmi, donde podrás relajarte en sus piscinas naturales, conocidas por sus propiedades medicinales. Después de un tiempo de descanso, sigue tu camino hacia Churín, un pintoresco pueblo famoso por su arquitectura colonial y su ambiente tranquilo. Aquí, podrás pasear por su encantadora plaza y descubrir la historia reflejada en la iglesia y otros monumentos emblemáticos. En Sayán, la experiencia se complementa con una degustación de cerveza artesanal local y una visita a su plaza, otro de los puntos de interés de este pintoresco pueblo. A lo largo del día, disfrutarás de la autenticidad de la región, probando platos típicos y compartiendo momentos inolvidables en un entorno de tranquilidad y belleza natural."
